,Date,Debate Type,Speaker,Sents
2,10-28-15,primary_rep,QUINTANILLA," Good evening, I'm Carl Quintanilla, with my colleagues Becky Quick and John Harwood."
3,10-28-15,primary_rep,QUINTANILLA,We'll be joined tonight by some of CNBC's top experts on the markets and personal finance.
4,10-28-15,primary_rep,QUINTANILLA,Let's get through the rules of the road.
5,10-28-15,primary_rep,QUINTANILLA,"Candidates get 30 seconds to answer the opening question, 60 seconds to answer a formal question, 30 seconds for follow-ups and rebuttals, all at the discretion of the moderators."
6,10-28-15,primary_rep,QUINTANILLA,We want you to weigh in from home.
7,10-28-15,primary_rep,QUINTANILLA,You'll see your tweets at the bottom of the screen.
8,10-28-15,primary_rep,QUINTANILLA,"Use the hashtag, #cNBCgopdebate."
9,10-28-15,primary_rep,QUINTANILLA,You can also go to cNBC.com/vote to tell us where you stand throughout the night.
10,10-28-15,primary_rep,QUINTANILLA,So let's introduce the candidates for tonight's Republican presidential debate.
11,10-28-15,primary_rep,QUINTANILLA,"On the stage from left to right, Governor John Kasich."
12,10-28-15,primary_rep,QUINTANILLA,"[applause]

Governor Mike Huckabee."
13,10-28-15,primary_rep,QUINTANILLA,"[applause]

Governor Jeb Bush."
14,10-28-15,primary_rep,QUINTANILLA,"[applause]

Senator Marco Rubio."
15,10-28-15,primary_rep,QUINTANILLA,"[applause]

Mr. Donald Trump."
16,10-28-15,primary_rep,QUINTANILLA,"[applause]

Dr. Ben Carson."
17,10-28-15,primary_rep,QUINTANILLA,"[applause]

Mrs. Carly Fiorina."
18,10-28-15,primary_rep,QUINTANILLA,"[applause]

Senator Ted Cruz."
19,10-28-15,primary_rep,QUINTANILLA,"[applause]

Governor Chris Christie."
20,10-28-15,primary_rep,QUINTANILLA,[applause] And Senator Rand Paul.
21,10-28-15,primary_rep,QUINTANILLA,"[applause]

A lot to get to tonight."
22,10-28-15,primary_rep,QUINTANILLA,So let's get started.
23,10-28-15,primary_rep,QUINTANILLA,This first is an open question.
24,10-28-15,primary_rep,QUINTANILLA,This series of debates is essentially a job interview with the American people.
25,10-28-15,primary_rep,QUINTANILLA,"And in any job interview, you know this: you get asked, ""what's your biggest weakness?"""
26,10-28-15,primary_rep,QUINTANILLA,"So in 30 seconds, without telling us that you try too hard or that you're a perfectionist... [laughter] ...what is your biggest weakness and what are you doing to address it?"
27,10-28-15,primary_rep,QUINTANILLA,We'll go left to right.
28,10-28-15,primary_rep,QUINTANILLA,"Governor Kasich, 30 seconds."
29,10-28-15,primary_rep,KASICH," Good question, but I want to tell you, my great concern is that we are on the verge, perhaps, of picking someone who cannot do this job."
30,10-28-15,primary_rep,KASICH,I've watched to see people say that we should dismantle Medicare and Medicaid and leave the senior citizens out — out in the — in the cold.
31,10-28-15,primary_rep,KASICH,"I've heard them talk about deporting 10 or 11 — people here from this country out of this country, splitting families."
32,10-28-15,primary_rep,KASICH,"I've heard about tax schemes that don't add up, that put our kids in — in a deeper hole than they are today."
33,10-28-15,primary_rep,KASICH,We need somebody who can lead.
34,10-28-15,primary_rep,KASICH,"We need somebody who can balance budgets, cut taxes..."
35,10-28-15,primary_rep,QUINTANILLA, Governor?
36,10-28-15,primary_rep,KASICH," You know, frankly, I did it in Washington, in Ohio, and I will do it again in Washington, if I'm president, to get this country moving again."
37,10-28-15,primary_rep,KASICH, country moving again.
38,10-28-15,primary_rep,QUINTANILLA, Governor Huckabee.
39,10-28-15,primary_rep,HUCKABEE," Well, John, I don't really have any weaknesses that I can think of."
40,10-28-15,primary_rep,HUCKABEE,"[laughter]

But my wife is down here in the front, and I'm sure, if you'd like to talk to her later, she can give you more than you'll ever be able to take care of."
41,10-28-15,primary_rep,HUCKABEE,"If I have a weakness, it's that I try to live by the rules."
42,10-28-15,primary_rep,HUCKABEE,"I try to live by the rules, no matter what they are, and I was brought up that way as a kid."
43,10-28-15,primary_rep,HUCKABEE,Play by the rules.
44,10-28-15,primary_rep,HUCKABEE,And I'll tell you what a weakness is of this country: there are a lot of people who are sick and tired because Washington does not play by the same rules that the American people have to play by.
45,10-28-15,primary_rep,QUINTANILLA," Thank you, Governor."
46,10-28-15,primary_rep,QUINTANILLA,Governor Bush.
47,10-28-15,primary_rep,BUSH," You know, I am by my nature impatient."
48,10-28-15,primary_rep,BUSH,And this is not an endeavor that rewards that.
49,10-28-15,primary_rep,BUSH,You gotta be patient.
50,10-28-15,primary_rep,BUSH,"You gotta be — stick with it, and all that."
51,10-28-15,primary_rep,BUSH,"But also, I can't fake anger."
52,10-28-15,primary_rep,BUSH,I believe this is still the most extraordinary country on the face of the Earth.
53,10-28-15,primary_rep,BUSH,And it troubles me that people are rewarded for tearing down our country.
54,10-28-15,primary_rep,BUSH,It's never been that way in American politics before.
55,10-28-15,primary_rep,BUSH,I can't do it.
56,10-28-15,primary_rep,BUSH,"I just don't believe that this country's days are going to be deeply — you know, going down."
57,10-28-15,primary_rep,BUSH,"I think we're on the verge of the greatest time, and I want to fix the things to let people rise up."
58,10-28-15,primary_rep,QUINTANILLA, Senator Rubio.
59,10-28-15,primary_rep,RUBIO, Thank you for that question.
60,10-28-15,primary_rep,RUBIO,"I would begin by saying that I'm not sure it's a weakness, but I do believe that I share a sense of optimism for America's future that, today, is eroding from too many of our people."
61,10-28-15,primary_rep,RUBIO,I think there's a sense in this country today that somehow our best days are behind us.
62,10-28-15,primary_rep,RUBIO,And that doesn't have to be true.
63,10-28-15,primary_rep,RUBIO,Our greatest days lie ahead if we are willing to do what it takes now.
64,10-28-15,primary_rep,RUBIO,"If we're willing to do what it takes now, the 21st century is going to be the new American century, greater than any other era we've had in the history of this great nation."
65,10-28-15,primary_rep,QUINTANILLA, Mr. Trump?
66,10-28-15,primary_rep,TRUMP, I think maybe my greatest weakness is that I trust people too much.
67,10-28-15,primary_rep,TRUMP,I'm too trusting.
68,10-28-15,primary_rep,TRUMP,"And when they let me down, if they let me down, I never forgive."
69,10-28-15,primary_rep,TRUMP,"I find it very, very hard to forgive people that deceived me."
70,10-28-15,primary_rep,TRUMP,"So I don't know if you would call that a weakness, but my wife said ""let up."""
71,10-28-15,primary_rep,TRUMP,[laughter]
72,10-28-15,primary_rep,QUINTANILLA, Dr. Carson?
73,10-28-15,primary_rep,CARSON," Probably in terms of the applying for the job of president, a weakness would be not really seeing myself in that position until hundreds of thousands of people began to tell me that I needed to do it."
74,10-28-15,primary_rep,CARSON,"I do, however, believe in Reagan's 11th commandment, and will not be engaging in awful things about my compatriots here."
75,10-28-15,primary_rep,CARSON,"And recognizing that it's so important, this election, because we're talking about America for the people versus America for the government."
76,10-28-15,primary_rep,QUINTANILLA, Mrs. Fiorina?
77,10-28-15,primary_rep,FIORINA," Well, gee, after the last debate, I was told that I didn't smile enough."
78,10-28-15,primary_rep,FIORINA,[laughter]
79,10-28-15,primary_rep,QUINTANILLA, Fixed it.
80,10-28-15,primary_rep,FIORINA, But I also think that these are very serious times; 75 percent of the American people think the federal government is corrupt.
81,10-28-15,primary_rep,FIORINA,I agree with them.
82,10-28-15,primary_rep,FIORINA,"And this big powerful, corrupt bureaucracy works now only for the big, the powerful, the wealthy and the well-connected."
83,10-28-15,primary_rep,FIORINA,"Meantime, wages have stagnated for 40 years."
84,10-28-15,primary_rep,FIORINA,We have more Americans out of work or just Americans who quit looking for work for 40 years.
85,10-28-15,primary_rep,FIORINA,Ours was intended to be a citizen government.
86,10-28-15,primary_rep,FIORINA,This is about more than replacing a D with an R. We need a leader who will help us take our government back.
87,10-28-15,primary_rep,QUINTANILLA, Senator Cruz?
88,10-28-15,primary_rep,CRUZ," I'm too agreeable, easy going."
