,Date,Debate Type,Speaker,Sents
2,2-4-16,primary_dem,TODD," Good evening, and welcome to the MSNBC Democratic candidates debate."
3,2-4-16,primary_dem,MADDOW, We are super excited to be here at the University of New Hampshire.
4,2-4-16,primary_dem,MADDOW,"Tonight, this is the first time that Hillary Clinton and Bernie Sanders have squared off exactly like this."
5,2-4-16,primary_dem,MADDOW,"Face-to-face, just one-on-one, just the two of them."
6,2-4-16,primary_dem,TODD, And neither party has seen this yet.
7,2-4-16,primary_dem,TODD,"These candidates are both running for the Democratic nomination, but they are very different from each other when it comes to what matters most and how they would go about the job of being president."
8,2-4-16,primary_dem,TODD,"Our job tonight is to draw out those differences so you, the voters, can understand them and be fully informed."
9,2-4-16,primary_dem,MADDOW, And we do hope that the candidates will take this opportunity to show us the distinctions—show us the differences between them.
10,2-4-16,primary_dem,MADDOW,That's the whole reason that we're here tonight.
11,2-4-16,primary_dem,MADDOW,We're not here for talking points.
12,2-4-16,primary_dem,MADDOW,We're to learn about the difference between the candidates.
13,2-4-16,primary_dem,MADDOW,"And with that, let's get going."
14,2-4-16,primary_dem,MADDOW,Please join us in welcoming Secretary Hillary Clinton and Senator Bernie Sanders.
15,2-4-16,primary_dem,MADDOW,[applause]
16,2-4-16,primary_dem,TODD," First, I want to say a special thanks to the New Hampshire Union Leader for helping make this debate possible, and the readers, who helped provide some of the questions and topics that we'll be addressing tonight."
17,2-4-16,primary_dem,TODD,"The rules tonight, by the way, are simple: 90 seconds for answers, 30 seconds for follow-ups and rebuttals."
18,2-4-16,primary_dem,MADDOW," And with that, that's it."
19,2-4-16,primary_dem,MADDOW,We're going to begin with 60- second opening statements from each of the candidates.
20,2-4-16,primary_dem,MADDOW,"And as agreed to in advance by the two campaigns, we're going to begin tonight with Senator Sanders."
21,2-4-16,primary_dem,SANDERS," Rachel, thank you very much."
22,2-4-16,primary_dem,SANDERS,Millions of Americans are giving up on the political process.
23,2-4-16,primary_dem,SANDERS,And they're giving up on the political process because they understand the economy is rigged.
24,2-4-16,primary_dem,SANDERS,They are working longer hours for low wages.
25,2-4-16,primary_dem,SANDERS,"They're worried about the future of their kids, and yet almost all new income and wealth is going to the top 1 percent."
26,2-4-16,primary_dem,SANDERS,Not what America is supposed to be about.
27,2-4-16,primary_dem,SANDERS,Not the fairness that we grew up believing that America was about.
28,2-4-16,primary_dem,SANDERS,"And then sustaining that rigged economy is a corrupt campaign finance system undermining American democracy, where billionaire, Wall Street, corporate America can contribute unlimited sums of money into super PACs and into candidates."
29,2-4-16,primary_dem,SANDERS,"Our job, together, is to end a rigged economy, create an economy that works for all, and absolutely overturn Citizens United."
30,2-4-16,primary_dem,SANDERS,"One person, one vote."
31,2-4-16,primary_dem,SANDERS,That's what American democracy is about.
32,2-4-16,primary_dem,TODD," Thank you, Senator."
33,2-4-16,primary_dem,TODD,Secretary Clinton.
34,2-4-16,primary_dem,CLINTON," Well, I'm happy to be here in New Hampshire for this debate, as we move toward the primary on Tuesday."
35,2-4-16,primary_dem,CLINTON,"I believe that America has the opportunity to once again live by our values, live up to our values in the 21st century, but I think that America can only do that if Americans can succeed."
36,2-4-16,primary_dem,CLINTON,And there are lots of reasons why Americans today are feeling left out and left behind.
37,2-4-16,primary_dem,CLINTON,"Yes, of course, the economy has not been working for most Americans."
38,2-4-16,primary_dem,CLINTON,"Yes, of course, we have special interests that are unfortunately doing too much to rig the game."
39,2-4-16,primary_dem,CLINTON,"But there's also the continuing challenges of racism, of sexism, of discrimination against the LGBT community, of the way that we treat people as opposed to how we want to be treated."
