,Date,Debate Type,Speaker,Sents
2,12-19-15,primary_dem,RADDATZ, Good evening to you all.
3,12-19-15,primary_dem,RADDATZ,The rules for tonight are very basic and have been agreed to by all three campaigns in advance.
4,12-19-15,primary_dem,RADDATZ,Candidates can take up to a minute-and-a-half to respond directly to a question.
5,12-19-15,primary_dem,RADDATZ,"For a rebuttal, for a follow-up, 45 seconds will be allowed."
6,12-19-15,primary_dem,RADDATZ,"There are green, yellow, and red lights that each candidate will see to signal when time is running out and when they're supposed to be finished with their answers."
7,12-19-15,primary_dem,MUIR," We will be tackling many critical issues right here tonight, and we begin with opening statements, in alphabetical order, and Secretary Clinton."
8,12-19-15,primary_dem,CLINTON," Well, thank you."
9,12-19-15,primary_dem,CLINTON,And I'm delighted to be here in New Hampshire for this debate.
10,12-19-15,primary_dem,CLINTON,"You know, the American president has to both keep our families safe and make the economy grow in a way that helps everyone, not just those at the top."
11,12-19-15,primary_dem,CLINTON,That's the job.
12,12-19-15,primary_dem,CLINTON,"I have a strategy to combat and defeat ISIS without getting us involved in another ground war, and I have plans to raise incomes and deal with a lot of the problems that keep families up at night."
13,12-19-15,primary_dem,CLINTON,I'm very clear that we have a distinct difference between those of us on this stage tonight and all of our Republican counterparts.
14,12-19-15,primary_dem,CLINTON,"From my perspective, we have to prevent the Republicans from rolling back the progress that we've made."
15,12-19-15,primary_dem,CLINTON,"They would repeal the Affordable Care Act, not improve it."
16,12-19-15,primary_dem,CLINTON,"They would give more tax breaks to the super-wealthy and corporations, not to the middle class."
17,12-19-15,primary_dem,CLINTON,"And they would, despite all their tough talk about terrorism, continue to let people who are on the no-fly list buy guns."
18,12-19-15,primary_dem,CLINTON,"So we have a lot of work to do in this campaign to make it clear where we stand in the Democratic Party, what we will do for our country, and I look forward to this evening's discussion of real issues that face the American people."
19,12-19-15,primary_dem,CLINTON,Thank you.
20,12-19-15,primary_dem,RADDATZ," Thank you, Secretary Clinton."
21,12-19-15,primary_dem,RADDATZ,"[applause]

Governor O'Malley?"
22,12-19-15,primary_dem,O," Martha, thank you."
23,12-19-15,primary_dem,O,"Tonight we have a different debate than the debates that we have been allowed to have so far, because tonight is different because of this reason, that in the course of this presidential campaign America has again been attacked by jihadi terrorists, American lives taken from us."
24,12-19-15,primary_dem,O,"So, yes, we must talk about our ideas to move our economy forward, but the first job of the president of the United States is to protect the people of the United States."
25,12-19-15,primary_dem,O,I visited with a number of our neighbors in Northern Virginia at a mosque last Friday.
26,12-19-15,primary_dem,O,"And as I looked out there at the eyes of our neighbors, I also looked in the eyes of veterans."
27,12-19-15,primary_dem,O,I looked into the eyes of Boy Scouts.
28,12-19-15,primary_dem,O,I looked into the eyes of moms and dads who would do anything in their power to protect our country's values and our freedoms.
