,Date,Debate Type,Speaker,Sents
2,12-15-15,primary_rep,BLITZER, Welcome to the CNN-Facebook Republican presidential debate here at the Venetian Las Vegas.
3,12-15-15,primary_rep,BLITZER,We have a very enthusiastic audience.
4,12-15-15,primary_rep,BLITZER,Everyone is here.
5,12-15-15,primary_rep,BLITZER,They're looking forward to a serious and spirited discussion about the security of this nation.
6,12-15-15,primary_rep,BLITZER,"I'm Wolf Blitzer, your moderator tonight."
7,12-15-15,primary_rep,BLITZER,"This debate is airing on CNN networks here in the United States and around the world, and on the Salem Radio Network."
8,12-15-15,primary_rep,BLITZER,"The nine leading candidates, they are here."
9,12-15-15,primary_rep,BLITZER,Let's welcome them right now.
10,12-15-15,primary_rep,BLITZER,Senator Rand Paul of Kentucky.
11,12-15-15,primary_rep,BLITZER,"[applause]

New Jersey Governor Chris Christie."
12,12-15-15,primary_rep,BLITZER,"[applause]

Former Florida Governor Jeb Bush."
13,12-15-15,primary_rep,BLITZER,"[applause]

Senator Ted Cruz of Texas."
14,12-15-15,primary_rep,BLITZER,"[applause]

Businessman and real estate developer Donald Trump."
15,12-15-15,primary_rep,BLITZER,"[applause]

Retired neurosurgeon, Dr. Ben Carson."
16,12-15-15,primary_rep,BLITZER,"[applause]

Senator Marco Rubio of Florida."
17,12-15-15,primary_rep,BLITZER,"[applause]

Former Hewlett Packard CEO Carly Fiorina."
18,12-15-15,primary_rep,BLITZER,"[applause]

And Ohio Governor John Kasich."
19,12-15-15,primary_rep,BLITZER,"Ladies and gentlemen, welcome these Republican candidates for president of the United States."
20,12-15-15,primary_rep,BLITZER,"[applause]

This is the final Republican debate before the election year begins, and we're taking a moment for the photographs of the candidates together on the stage."
21,12-15-15,primary_rep,BLITZER,"Now, everyone, please rise for the national anthem sung by Ayla Brown."
22,12-15-15,primary_rep,BLITZER,"[national anthem]

[applause]"
23,12-15-15,primary_rep,BLITZER, I know everyone is eager to get started.
24,12-15-15,primary_rep,BLITZER,"So, candidates, please take your places while I explain the ground rules for tonight."
25,12-15-15,primary_rep,BLITZER,"As moderator, I'll guide the discussion, and I'll be joined in the questioning by Salem Radio Network talk show host Hugh Hewitt and CNN's chief political correspondent Dana Bash."
26,12-15-15,primary_rep,BLITZER,We also asked Republicans and independents nationwide to share their questions for the candidates.
27,12-15-15,primary_rep,BLITZER,We teamed up with Facebook to send a campaign camper across the country over the past several weeks.
28,12-15-15,primary_rep,BLITZER,Thousands of people stepped inside and recorded their questions on video.
29,12-15-15,primary_rep,BLITZER,Millions more have weighed in on Facebook.
30,12-15-15,primary_rep,BLITZER,"Candidates, I'll try to make sure each of you gets your fair share of questions."
31,12-15-15,primary_rep,BLITZER,You'll have a minute and 15 seconds to answer and 30 seconds for follow-ups and rebuttals.
32,12-15-15,primary_rep,BLITZER,I'll give you time to respond if you're singled out for criticism.
33,12-15-15,primary_rep,BLITZER,Our viewers should know that we have timing lights that are visible to the candidates to warn them when their time is up.
34,12-15-15,primary_rep,BLITZER,"And as the candidates requested, a bell will sound like this."
35,12-15-15,primary_rep,BLITZER,"We know you are all eager to jump in and debate these important issues, so, please, wait until you're called on."
36,12-15-15,primary_rep,BLITZER,"These nine Republicans are positioned on stage based on their ranking in the recent polls, so let's begin right now."
37,12-15-15,primary_rep,BLITZER,I'd like to invite each candidate to introduce himself or herself to our audience.
38,12-15-15,primary_rep,BLITZER,You'll have one minute.
39,12-15-15,primary_rep,BLITZER,"First to you, Senator Paul."
40,12-15-15,primary_rep,PAUL," The question is, how do we keep America safe from terrorism?"
41,12-15-15,primary_rep,PAUL,Trump says we ought to close that Internet thing.
42,12-15-15,primary_rep,PAUL,"The question really is, what does he mean by that?"
43,12-15-15,primary_rep,PAUL,Like they do in North Korea?
44,12-15-15,primary_rep,PAUL,Like they do in China?
45,12-15-15,primary_rep,PAUL,Rubio says we should collect all Americans' records all of the time.
46,12-15-15,primary_rep,PAUL,The Constitution says otherwise.
47,12-15-15,primary_rep,PAUL,I think they're both wrong.
48,12-15-15,primary_rep,PAUL,I think we defeat terrorism by showing them that we do not fear them.
49,12-15-15,primary_rep,PAUL,"I think if we ban certain religions, if we censor the Internet, I think that at that point the terrorists will have won."
50,12-15-15,primary_rep,PAUL,Regime change hasn't won.
51,12-15-15,primary_rep,PAUL,Toppling secular dictators in the Middle East has only led to chaos and the rise of radical Islam.
52,12-15-15,primary_rep,PAUL,"I think if we want to defeat terrorism, I think if we truly are sincere about defeating terrorism, we need to quit arming the allies of ISIS."
53,12-15-15,primary_rep,PAUL,"If we want to defeat terrorism, the boots on the ground — the boots on the ground need to be Arab boots on the ground."
54,12-15-15,primary_rep,PAUL,"As commander-in-chief, I will do whatever it takes to defend America."
55,12-15-15,primary_rep,PAUL,"But in defending America, we cannot lose what America stands for."
56,12-15-15,primary_rep,PAUL,Today is the Bill of Rights' anniversary.
57,12-15-15,primary_rep,PAUL,I hope we will remember that and cherish that in the fight on terrorism.
58,12-15-15,primary_rep,BLITZER," Thank you, Senator."
59,12-15-15,primary_rep,BLITZER,"[applause]

Governor Kasich?"
60,12-15-15,primary_rep,KASICH," Thank you, Wolf."
61,12-15-15,primary_rep,KASICH,"Just last weekend, just last week, a friend asked one of my daughters, ""Do you like politics?"""
62,12-15-15,primary_rep,KASICH,"And my daughter said, ""No, I don't."
63,12-15-15,primary_rep,KASICH,"And the reason I don't like it is because there's too much fighting, too much yelling."
64,12-15-15,primary_rep,KASICH,"It's so loud, I don't like it."""
65,12-15-15,primary_rep,KASICH,"You know, I turned to my friend and I said, ""You know, she's really on to something."""
66,12-15-15,primary_rep,KASICH,"And when we think about our country and the big issues that we face in this country; creating jobs, making sure people can keep their jobs, the need for rising wages, whether our children when they graduate from college can find a job, protecting the homeland, destroying ISIS, rebuilding defense."
67,12-15-15,primary_rep,KASICH,These are all the things that we need to focus on but we'll never get there if we're divided.
68,12-15-15,primary_rep,KASICH,We'll never get there if republicans and democrats just fight with one another.
69,12-15-15,primary_rep,KASICH,"Frankly, we are republicans and they're democrats but before all of that, we're Americans."
