,Date,Debate Type,Speaker,Sents
2,2-13-16,primary_rep,PANELISTS,"Major Garrett (CBS News); and
Kimberly Strassel (The Wall Street Journal)"
3,2-13-16,primary_rep,DICKERSON, Good evening.
4,2-13-16,primary_rep,DICKERSON,I'm John Dickerson.
5,2-13-16,primary_rep,DICKERSON,"This holiday weekend, as America honors our first president, we're about to hear from six men who hope to be the 45th."
6,2-13-16,primary_rep,DICKERSON,"The candidates for the Republican nomination are here in South Carolina for their ninth debate, one week before this state holds the first-in-the-South primary."
7,2-13-16,primary_rep,DICKERSON,George Washington wrote that the truth will ultimately prevail where there is pains taken to bring it to light.
8,2-13-16,primary_rep,DICKERSON,We hope to shed some light on the candidates' positions tonight to help voters make up their minds.
9,2-13-16,primary_rep,DICKERSON,"So gentlemen, please join us on stage."
10,2-13-16,primary_rep,DICKERSON,"[applause]

With us tonight — with us tonight are retired neurosurgeon Ben Carson of Florida, Senator Marco Rubio of Florida."
11,2-13-16,primary_rep,DICKERSON,"[applause]

Businessman Donald Trump of New York."
12,2-13-16,primary_rep,DICKERSON,"[applause]

Senator Ted Cruz of Texas."
13,2-13-16,primary_rep,DICKERSON,"[applause]

Former Governor Jeb Bush of Florida."
14,2-13-16,primary_rep,DICKERSON,"[applause]

And Governor John Kasich of Ohio."
15,2-13-16,primary_rep,DICKERSON,"[applause]

Now, as most of you have heard by now, Supreme Court Justice Antonin Scalia died today at the age of 79."
16,2-13-16,primary_rep,DICKERSON,"He was the longest-serving member of the court, appointed by President Reagan in 1986."
17,2-13-16,primary_rep,DICKERSON,"Justice Scalia was the court's leading conservative, and even those who disagreed with his opinions regarded him as a brilliant legal scholar."
18,2-13-16,primary_rep,DICKERSON,Please join us and the candidates on our stage in a moment of silence for Justice Antonin Scalia.
19,2-13-16,primary_rep,DICKERSON,Thank you.
20,2-13-16,primary_rep,DICKERSON,We will talk to the candidates about Justice Scalia and the road ahead when the debate begins in a moment.
21,2-13-16,primary_rep,DICKERSON,[commercial break]
22,2-13-16,primary_rep,DICKERSON," Before we get started, candidates, here are the rules."
23,2-13-16,primary_rep,DICKERSON,"When we ask you a question, you will have one minute to answer, and 30 seconds more if we ask a follow-up."
24,2-13-16,primary_rep,DICKERSON,"If you're attacked by another candidate, you get 30 seconds to respond."
