,Date,Debate Type,Speaker,Sents
2,10-13-15,primary_dem,COOPER, I'm Anderson Cooper.
3,10-13-15,primary_dem,COOPER,Thanks for joining us.
4,10-13-15,primary_dem,COOPER,We've already welcomed the candidates on stage.
5,10-13-15,primary_dem,COOPER,They are in place at their podiums.
6,10-13-15,primary_dem,COOPER,"Before we dive into the issues, I want to quickly explain some of the groundrules tonight."
7,10-13-15,primary_dem,COOPER,"As the moderator, I'll ask questions, followups and guide the discussion."
8,10-13-15,primary_dem,COOPER,"I'll be joined in the questioning by CNN's Juan Carlos Lopez and Dana Bash, a well as Don Lemon who will share questions from Democrats around the country."
9,10-13-15,primary_dem,COOPER,"Each candidate will get one minute to answer questions, and 30 seconds for followups and rebuttals."
10,10-13-15,primary_dem,COOPER,I'll give candidates time to respond if they have been singled out for criticism.
11,10-13-15,primary_dem,COOPER,Our viewers should know that we have lights that are visible to the candidates to warn them when their time is up.
12,10-13-15,primary_dem,COOPER,I want the candidates to be able to introduce themselves to our audience.
13,10-13-15,primary_dem,COOPER,Each candidate will have two minutes to introduce themselves.
14,10-13-15,primary_dem,COOPER,Let's begin with Governor Chafee.
15,10-13-15,primary_dem,COOPER,Governor?
16,10-13-15,primary_dem,CHAFEE," Thank you, Anderson."
17,10-13-15,primary_dem,CHAFEE,"Thank you, CNN, and thank you Facebook for organizing this debate."
18,10-13-15,primary_dem,CHAFEE,"Not only will Americans be electing a new president next year, we also will be electing a world leader."
19,10-13-15,primary_dem,CHAFEE,"Voters should assess the candidate's experience, character and vision for the future as they make this important decision."
20,10-13-15,primary_dem,CHAFEE,"I'm the only one running for president that has been a mayor, a United States senator, and a governor."
21,10-13-15,primary_dem,CHAFEE,"As mayor, I brought labor peace to my city and kept taxes down."
22,10-13-15,primary_dem,CHAFEE,I was reelected three times.
23,10-13-15,primary_dem,CHAFEE,"As a senator, I earned a reputation for courageous votes against the Bush-Cheney tax cuts the favored the wealthy, against the tragedy of the Iraq war, for environmental stewardship, for protection of our civil liberties."
24,10-13-15,primary_dem,CHAFEE,I served on the Foreign Relations Committee and I chaired the Middle East Subcommittee for four years.
25,10-13-15,primary_dem,CHAFEE,"As governor, I came in at the depths of the recession and we turned my state around."
26,10-13-15,primary_dem,CHAFEE,Rhode Island had the biggest drop of the unemployment rate over my four budgets of all but one state.
27,10-13-15,primary_dem,CHAFEE,"It happens to be Nevada, where we're having this debate."
28,10-13-15,primary_dem,CHAFEE,"I'm very proud that over my almost 30 years of public service, I have had no scandals."
29,10-13-15,primary_dem,CHAFEE,I've always been honest.
30,10-13-15,primary_dem,CHAFEE,"I have the courage to take the long-term view, and I've shown good judgment."
31,10-13-15,primary_dem,CHAFEE,I have high ethical standards.
32,10-13-15,primary_dem,CHAFEE,"As we look to the future, I want to address the income inequality, close the gap between the haves and the have-nots."
33,10-13-15,primary_dem,CHAFEE,"I want to address climate change, a real threat to our planet."
34,10-13-15,primary_dem,CHAFEE,And I believe in prosperity through peace.
35,10-13-15,primary_dem,CHAFEE,I want to end these wars.
36,10-13-15,primary_dem,CHAFEE,I look forward to the discussion ahead.
37,10-13-15,primary_dem,CHAFEE,Thank you [applause]
38,10-13-15,primary_dem,COOPER," Thank you very much, Governor."
39,10-13-15,primary_dem,COOPER,"[applause]

Senator Webb, you have two minutes."
40,10-13-15,primary_dem,WEBB, Thank you.
41,10-13-15,primary_dem,WEBB,"You know, people are disgusted with the way that money has corrupted our political process, intimidating incumbents and empowering Wall Street every day, the turnstile government that we see, and also the power of the financial sector in both parties."
42,10-13-15,primary_dem,WEBB,"They're looking for a leader who understands how the system works, who has not been coopted by it, and also has a proven record of accomplishing different things."
43,10-13-15,primary_dem,WEBB,I have a record of working across the political aisle.
44,10-13-15,primary_dem,WEBB,"I've also spent more than half of my professional life away from politics in the independent world of being an author, a journalist, and a sole proprietor."
45,10-13-15,primary_dem,WEBB,"In government service, I've fought and bled for our country in Vietnam as a Marine."
46,10-13-15,primary_dem,WEBB,"I spent years as Assistant Secretary of Defense, Secretary of the Navy — in the Reagan administration."
47,10-13-15,primary_dem,WEBB,"In the senate, I spoke about economic fairness and social justice from day one."
48,10-13-15,primary_dem,WEBB,"I also wrote and passed the best piece of veterans education legislation in history, the Post 9/11 G.I."
49,10-13-15,primary_dem,WEBB,Bill.
50,10-13-15,primary_dem,WEBB,I brought criminal justice reform out of the political shadows and into the national discussion.
51,10-13-15,primary_dem,WEBB,I led what later became called the Strategic Pivot to Asia two years before President Obama was elected.
52,10-13-15,primary_dem,WEBB,I know where my loyalties are.
53,10-13-15,primary_dem,WEBB,"My mother grew up in the poverty of east Arkansas chopping cotton, picking strawberries."
54,10-13-15,primary_dem,WEBB,Three of her seven siblings died in childhood.
55,10-13-15,primary_dem,WEBB,"My wife, Hong, came to this country as a refugee from war torn Vietnam — learned English, a language that was not spoken at home, and earned her way into Cornell Law School."
56,10-13-15,primary_dem,WEBB,I have five daughters.
57,10-13-15,primary_dem,WEBB,"Amy works with disabled veterans, Sarah is an emergency room nurse, Julia is a massage therapist, Emily and Georgia are still in school."
58,10-13-15,primary_dem,WEBB,My son Jim fought as an infantry Marine on the bloody streets of Ramadi.
59,10-13-15,primary_dem,WEBB,"You may be sure that in a Webb administration, the highest priority will be the working people who every day go out and make this country stronger at home, and who give us the right reputation and security overseas under a common sense foreign policy."
60,10-13-15,primary_dem,WEBB,[cheering and applause]
61,10-13-15,primary_dem,COOPER," Governor O'Malley, you have two minutes."
