,Date,Debate Type,Speaker,Sents
2,3-3-16,primary_rep,KELLY," Good evening, and welcome to the fabulous FOX Theatre in downtown Detroit, the site of the 11th Republican presidential debate of the 2016 campaign."
3,3-3-16,primary_rep,KELLY,"I'm Megyn Kelly, along with my co-moderators, Bret Baier and Chris Wallace."
4,3-3-16,primary_rep,BAIER," 59 Republican delegates are at stake here in the state of Michigan during next Tuesday's Republican primary, the biggest prize out of four states holding contests that day."
5,3-3-16,primary_rep,BAIER,For tonight's debate we're partnering with Facebook.
6,3-3-16,primary_rep,BAIER,"The conversation about this election has been intense, as the crowd is here."
7,3-3-16,primary_rep,BAIER,"Since January 1st, 53 million people in the U.S. have been talking about the election on Facebook."
8,3-3-16,primary_rep,WALLACE, Tonight there are just four candidates on this stage.
9,3-3-16,primary_rep,WALLACE,"Their position has been determined by their standing in an average of the five most recent national polls as recognized by FOX News, and conducted and released by March 1st."
10,3-3-16,primary_rep,WALLACE,Here they are.
11,3-3-16,primary_rep,WALLACE,"[cheering and applause]

Texas Senator, Ted Cruz."
12,3-3-16,primary_rep,WALLACE,"[cheering and applause]

Florida Senator, Marco Rubio."
13,3-3-16,primary_rep,WALLACE,"[cheering and applause]

And, Ohio Governor, John Kasich."
14,3-3-16,primary_rep,WALLACE,[cheering and applause]
15,3-3-16,primary_rep,KELLY, Tonight's rules are simple.
16,3-3-16,primary_rep,KELLY,"Up to 60 seconds for each answer, 30 seconds for each follow-up response, and if a candidate goes over the allotted time, you will hear this."
17,3-3-16,primary_rep,KELLY,[bell ringing]
18,3-3-16,primary_rep,BAIER, So pleasant.
19,3-3-16,primary_rep,KELLY, Really.
20,3-3-16,primary_rep,BAIER," We have a big crowd here, and while we expect the audience to be enthusiastic and responsive at times...[cheering and applause]... they may have already been — we also expect them to be respectful, and we want the candidates to get their full time."
21,3-3-16,primary_rep,BAIER,"So, somewhere between a library and a Red Wings game."
22,3-3-16,primary_rep,BAIER,"[laughter and cheering]

Am I right?"
23,3-3-16,primary_rep,BAIER,Is that OK?
24,3-3-16,primary_rep,BAIER,Let's get started.
25,3-3-16,primary_rep,WALLACE," Mr. Trump, as you may have heard, the 2012 Republican nominee for President, Mitt Romney, had some things to say about you today."
26,3-3-16,primary_rep,WALLACE,"He said your domestic policy will lead to recession, he's said your foreign policy will make us less safe, and then he listed what he said are your personal qualities."
27,3-3-16,primary_rep,WALLACE,"Quoting now Romney on Trump, quote, ""the bullying, the greed, the showing off, the misogyny, the absurd, third-grade theatrics""."
28,3-3-16,primary_rep,WALLACE,"[cheering]

He challenged you to answer with substance, not insults."
29,3-3-16,primary_rep,WALLACE,"How do you answer Mitt Romney, sir?"
30,3-3-16,primary_rep,TRUMP," Well look, he was a failed candidate, he should have beaten president Obama very easy."
31,3-3-16,primary_rep,TRUMP,"He failed miserably, and it was an embarrassment to everybody, including the Republican party."
32,3-3-16,primary_rep,TRUMP,It looked like he went away on a vacation the last month.
33,3-3-16,primary_rep,TRUMP,"So, I don't take that, and I guess, obviously, he wants to be relevant."
34,3-3-16,primary_rep,TRUMP,He wants to be back in the game.
35,3-3-16,primary_rep,TRUMP,"As far as domestic policy and trade which is killing our country, he said free trade and I believe in free trade also."
36,3-3-16,primary_rep,TRUMP,"But, if you look at China, and you look Japan, and if you look at Mexico, both at the border, by the way, where they're killing us."
37,3-3-16,primary_rep,TRUMP,"Both at the border, and with trade — and every other country we do business with we are getting absolutely crushed on trade."
38,3-3-16,primary_rep,TRUMP,"And, he said free trade, I say free trade great."
39,3-3-16,primary_rep,TRUMP,"But, not when they're beating us so badly."
40,3-3-16,primary_rep,TRUMP,With China we're going to lose $505 billion dollars in terms of trades.
41,3-3-16,primary_rep,TRUMP,You just can't do it.
42,3-3-16,primary_rep,TRUMP,"Mexico, $58 billion dollars."
43,3-3-16,primary_rep,TRUMP,"Japan, probably about, they don't know it yet, but about $109 billion dollars."
44,3-3-16,primary_rep,TRUMP,Every country we lose money with.
45,3-3-16,primary_rep,TRUMP,"As far as I'm concerned, we've got to reduce — we have to redo our trade deals 100 percent."
46,3-3-16,primary_rep,TRUMP,I have the greatest business people in the world lined up to do it.
47,3-3-16,primary_rep,TRUMP,We will make...[bell ringing]... great trade deals.
48,3-3-16,primary_rep,TRUMP,[cheering]
49,3-3-16,primary_rep,WALLACE," Mr. Trump, Romney also talked about your position on race, and the controversy over your failure to denounce David Duke on Sunday."
50,3-3-16,primary_rep,WALLACE,"You have repeatedly disavowed him since then, but I'd like to go deeper than that."
51,3-3-16,primary_rep,WALLACE,"What are your views on the Klu Klux Klan, and white supremacists?"
52,3-3-16,primary_rep,TRUMP, I totally disavow the Klu Klux Klan.
53,3-3-16,primary_rep,TRUMP,I totally disavow David Duke.
54,3-3-16,primary_rep,TRUMP,"I've been doing it now for two weeks, this is your — you're probably about the 18th person that's asked me the question."
55,3-3-16,primary_rep,TRUMP,"It was very clear, that question was also talked about in the form of groups."
56,3-3-16,primary_rep,TRUMP,"Groups, I want to know which groups are you talking about?"
57,3-3-16,primary_rep,TRUMP,You have to tell me which groups?
58,3-3-16,primary_rep,TRUMP,"Ultimately, he got to the Klu Klux Klan, which obviously I'm going to disavow."
59,3-3-16,primary_rep,TRUMP,"And, by the way, if you look on my Twitter account, almost immediately after the program they were disavowed again."
60,3-3-16,primary_rep,TRUMP,"You know, it's amazing."
61,3-3-16,primary_rep,TRUMP,"When I do something on Twitter, everybody picks it up, goes all over the place."
62,3-3-16,primary_rep,TRUMP,"But, when I did this one nobody ever picks it up."
63,3-3-16,primary_rep,TRUMP,Take a look at my Twitter account.
64,3-3-16,primary_rep,WALLACE," Thank you, sir."
65,3-3-16,primary_rep,TRUMP, Thank you.
66,3-3-16,primary_rep,TRUMP,Thanks.
67,3-3-16,primary_rep,TRUMP,[applause]
68,3-3-16,primary_rep,BAIER," Senator Rubio, three weeks ago you said, quote: ""I don't do the personal attacks, primarily because it's not who I am, because I think it's beneath the office that I'm seeking but also because I don't want to embarrass my kids."""
69,3-3-16,primary_rep,BAIER,But in the past week you've mocked Mr. Trump's tan.
70,3-3-16,primary_rep,BAIER,You've made fun of his spelling.
71,3-3-16,primary_rep,BAIER,You called him a con artist.
72,3-3-16,primary_rep,BAIER,"You suggested he wet himself backstage at the last debate, along with other vulgar jokes and jabs."
73,3-3-16,primary_rep,BAIER,So what happened?
74,3-3-16,primary_rep,RUBIO," Yes, you know, Bret, let me say something."
75,3-3-16,primary_rep,RUBIO,This campaign for the last year Donald Trump has basically mocked everybody with personal attacks.
76,3-3-16,primary_rep,RUBIO,He has done so to people that are sitting on the stage today.
77,3-3-16,primary_rep,RUBIO,He has done so about people that are disabled.
78,3-3-16,primary_rep,RUBIO,He has done it about every candidate in this race.
79,3-3-16,primary_rep,RUBIO,"So if there is anyone who has ever deserved to be attacked that way, it has been Donald Trump, for the way he has treated people in the campaign."
80,3-3-16,primary_rep,RUBIO,"Now that said, I would much prefer to have a policy debate."
81,3-3-16,primary_rep,RUBIO,I hope that's what we will have here tonight.
82,3-3-16,primary_rep,RUBIO,Let's have a policy debate...
83,3-3-16,primary_rep,TRUMP, And we will.
84,3-3-16,primary_rep,RUBIO, ... let's talk about Donald Trump's strategy and my strategy and Ted's strategy and John Kasich's strategy when it comes to ISIS.
85,3-3-16,primary_rep,RUBIO,And on health care and on the important issues facing this country.
86,3-3-16,primary_rep,RUBIO,But let's be honest too about all this.
87,3-3-16,primary_rep,RUBIO,The media has given these personal attacks that Donald Trump has made an incredible amount of coverage.
88,3-3-16,primary_rep,RUBIO,Let's start talking again about the issues that matter to this country.
89,3-3-16,primary_rep,RUBIO,I'm ready to do that starting right here right now tonight.
90,3-3-16,primary_rep,BAIER," Mr. Trump, your response?"
91,3-3-16,primary_rep,TRUMP," Well, I also happened to call him a lightweight, OK?"
92,3-3-16,primary_rep,TRUMP,And I have said that.
93,3-3-16,primary_rep,TRUMP,So I would like to take that back.
94,3-3-16,primary_rep,TRUMP,He is really not that much of a lightweight.
95,3-3-16,primary_rep,TRUMP,"And as far as — and I have to say this, I have to say this."
96,3-3-16,primary_rep,TRUMP,He hit my hands.
97,3-3-16,primary_rep,TRUMP,Nobody has ever hit my hands.
98,3-3-16,primary_rep,TRUMP,I have never heard of this.
99,3-3-16,primary_rep,TRUMP,Look at those hands.
100,3-3-16,primary_rep,TRUMP,Are they small hands?
101,3-3-16,primary_rep,TRUMP,"[laughter]

And he referred to my hands, if they are small, something else must be small."
102,3-3-16,primary_rep,TRUMP,I guarantee you there is no problem.
103,3-3-16,primary_rep,TRUMP,I guarantee.
104,3-3-16,primary_rep,BAIER, OK. Moving on.
105,3-3-16,primary_rep,KELLY," OK, Senator Cruz, you say that you are the true conservative in this race."
106,3-3-16,primary_rep,KELLY,"But 15 states have voted now, and you have won only four of them."
107,3-3-16,primary_rep,KELLY,"You have lost repeatedly with what is supposed to be your core voter groups, including evangelicals and conservatives."
108,3-3-16,primary_rep,KELLY,Hasn't your brand of conservatism been rejected by an electorate that appears to be more taken with Mr. Trump's populist message?
109,3-3-16,primary_rep,CRUZ," Well, Megyn, you know, at the end of the day for the folks at home, this is not about the insults back and forth between the candidates."
110,3-3-16,primary_rep,CRUZ,This is not about what attacks we can throw at each other.
111,3-3-16,primary_rep,CRUZ,This is the people at home who are struggling through seven years of Barack Obama.
112,3-3-16,primary_rep,CRUZ,"This is the single moms who are working two and three jobs, 28, 29 hours a week because their hours have been forcibly reduced because of Obamacare."
113,3-3-16,primary_rep,CRUZ,This is the truck drivers and the steel workers and the mechanics with calluses on their hands who have seen their wages not grow year after year after year while the cost of living goes up.
114,3-3-16,primary_rep,CRUZ,This is all the young people coming out of school with student loans up to their eyeballs that aren't able to find a job.
115,3-3-16,primary_rep,CRUZ,And I don't think the people of America are interested in a bunch of bickering school children.
116,3-3-16,primary_rep,CRUZ,"They are interested in solutions, not slogans."
117,3-3-16,primary_rep,CRUZ,"It's easy to say, make things better, make things great."
118,3-3-16,primary_rep,CRUZ,You can even print it and put it on a baseball cap.
119,3-3-16,primary_rep,CRUZ,"But the question is, do you understand the principles that made America great in the first place?"
120,3-3-16,primary_rep,CRUZ,"As president, I will repeal every word of Obamacare."
121,3-3-16,primary_rep,CRUZ,I will pull back the regulators that are killing small businesses.
122,3-3-16,primary_rep,CRUZ,And we will pass a simple flat tax and abolish the IRS.
123,3-3-16,primary_rep,CRUZ,"And what that's going to do, Megyn, is small businesses are going to explode."
124,3-3-16,primary_rep,CRUZ,We are going to see millions of high-paying jobs.
125,3-3-16,primary_rep,CRUZ,We are going to see wages going up.
