,Date,Debate Type,Speaker,Sents
2,11-10-15,primary_rep,CAVUTO," It is 9:00 p.m. on the East Coast, 8:00 p.m. here inside the Milwaukee theater."
3,11-10-15,primary_rep,CAVUTO,Welcome to the Republican presidential debate here on the Fox Business Network.
4,11-10-15,primary_rep,CAVUTO,"I'm Neil Cavuto, alongside my co-moderators, Maria Bartiromo, and the editor-in-chief of the Wall Street Journal, Gerard Baker."
5,11-10-15,primary_rep,BARTIROMO, Tonight we're partnering with the Wall Street Journal to ask questions on the economy that voters want answered.
6,11-10-15,primary_rep,BARTIROMO,"We're also working with Facebook, who tells us that since the first Republican debate, more than 58 million people have joined the political conversation online."
7,11-10-15,primary_rep,BARTIROMO,More than 9 million are talking specifically about the economy.
8,11-10-15,primary_rep,BAKER, The candidates on stage tonight were selected based on their standing in an average of four national polls.
9,11-10-15,primary_rep,BAKER,Those standings determining their position on the stage.
10,11-10-15,primary_rep,BAKER,And here they are.
11,11-10-15,primary_rep,BAKER,"At center stage, businessman Donald Trump."
12,11-10-15,primary_rep,BAKER,"[applause]

Neurosurgeon Dr. Ben Carson."
13,11-10-15,primary_rep,BAKER,[applause]
14,11-10-15,primary_rep,CAVUTO, Florida Senator Marco Rubio.
15,11-10-15,primary_rep,CAVUTO,"[applause]

Texas Senator Ted Cruz."
16,11-10-15,primary_rep,CAVUTO,"[applause]

Former Florida Governor Jeb Bush."
17,11-10-15,primary_rep,CAVUTO,[applause]
18,11-10-15,primary_rep,BARTIROMO, Businesswoman Carly Fiorina.
19,11-10-15,primary_rep,BARTIROMO,"[applause]

Ohio Governor John Kasich."
20,11-10-15,primary_rep,BARTIROMO,"[applause]

And Kentucky Senator Rand Paul."
21,11-10-15,primary_rep,BARTIROMO,[applause]
22,11-10-15,primary_rep,BAKER, Tonight's rules are simple.
23,11-10-15,primary_rep,BAKER,Up to 90 second for each answer.
24,11-10-15,primary_rep,BAKER,One minute for each follow-up response.
25,11-10-15,primary_rep,BAKER,"And if a candidate goes over their allotted time, you'll here this."
26,11-10-15,primary_rep,CAVUTO, It sounds like a game show but it's not.
27,11-10-15,primary_rep,CAVUTO,"Now I would be remiss if I did not acknowledge the elephant in the room, and I'm not talking about your party's fine symbol."
28,11-10-15,primary_rep,CAVUTO,I'm talking about the purpose of tonight's debate.
29,11-10-15,primary_rep,CAVUTO,The economy and what each of you would do to improve it.
30,11-10-15,primary_rep,CAVUTO,"No more, no less."
31,11-10-15,primary_rep,CAVUTO,"We are focused on those issues, and what you have said on those issues in your words and what your opponents have said in their words about your words."
32,11-10-15,primary_rep,CAVUTO,That is the agenda tonight.
33,11-10-15,primary_rep,CAVUTO,How each of you plans to make America better tomorrow.
34,11-10-15,primary_rep,CAVUTO,And so we begin.
35,11-10-15,primary_rep,CAVUTO,"Candidates, as we gather tonight in this very august theater, just outside and across the country, picketers are gathering as well."
36,11-10-15,primary_rep,CAVUTO,They're demanding an immediate hike in the minimum wage to $15 an hour.
37,11-10-15,primary_rep,CAVUTO,"Just a few hours ago, near Governor Andrew Cuomo proposed doing the same for all state workers, the first governor to do so."
38,11-10-15,primary_rep,CAVUTO,"Mr. Trump, as the leading presidential candidate on this stage and one whose tax plan exempts couples making up to $50,000 a year from paying any federal income taxes at all, are you sympathetic to the protesters cause since a $15 wage works out to about $31,000 a year?"
39,11-10-15,primary_rep,TRUMP, I can't be Neil.
40,11-10-15,primary_rep,TRUMP,"And the and the reason I can't be is that we are a country that is being beaten on every front economically, militarily."
41,11-10-15,primary_rep,TRUMP,There is nothing that we do now to win.
42,11-10-15,primary_rep,TRUMP,We don't win anymore.
