,Date,Debate Type,Speaker,Sents
2,4-14-16,primary_dem,PANELISTS,"Dana Bash (CNN); and
Errol Louis (NY1)"
3,4-14-16,primary_dem,BLITZER," Secretary Clinton and Senator Sanders, you can now move to your lecterns while I explain a few ground rules."
4,4-14-16,primary_dem,BLITZER,"As moderator, I'll guide the discussion, asking questions and follow-ups."
5,4-14-16,primary_dem,BLITZER,You'll also get questions from Dana Bash and Errol Louis.
6,4-14-16,primary_dem,BLITZER,"You'll each have one minute and 15 seconds to answer questions, 30 seconds for follow- ups."
7,4-14-16,primary_dem,BLITZER,Timing lights will signal when your time is up.
8,4-14-16,primary_dem,BLITZER,Both candidates have agreed to these rules now.
9,4-14-16,primary_dem,BLITZER,"Opening statements, you'll each have two minutes."
10,4-14-16,primary_dem,BLITZER,Let's begin with Senator Sanders.
11,4-14-16,primary_dem,BLITZER,[applause]
12,4-14-16,primary_dem,SANDERS," Wolf, thank you very much."
13,4-14-16,primary_dem,SANDERS,"CNN, thank you very much."
14,4-14-16,primary_dem,SANDERS,"Secretary Clinton, thank you very much."
15,4-14-16,primary_dem,SANDERS,"When we began this campaign almost a year ago, we started off at 3 percent in the polls."
16,4-14-16,primary_dem,SANDERS,We were about 70 points behind Secretary Clinton.
17,4-14-16,primary_dem,SANDERS,"In the last couple of weeks, there were two polls out there that had us ahead."
18,4-14-16,primary_dem,SANDERS,"[applause]

Of the last nine caucuses and primaries, we have won eight of them, many of them by landslide victories."
19,4-14-16,primary_dem,SANDERS,"[applause]

Over the last year, we have received almost 7 million individual campaign contributions, averaging — guess what — $27 apiece, more individual campaign contributions than any candidate in American history at this point in a campaign."
20,4-14-16,primary_dem,SANDERS,The reason that our campaign has done so well is because we're doing something very radical: We're telling the American people the truth.
21,4-14-16,primary_dem,SANDERS,And the truth is that this country is not going to move forward in a significant way for working people unless we overturn this disastrous Citizens United Supreme Court decision...[applause]... and unless we have real campaign reform so that billionaires and super PACs cannot buy elections.
22,4-14-16,primary_dem,SANDERS,"[applause]

This campaign is also determined to end a rigged economy where the rich get richer and everybody else get poorer, and create an economy that works for all of us, not just the 1 percent."
23,4-14-16,primary_dem,SANDERS,Thank you.
24,4-14-16,primary_dem,BLITZER, Secretary Clinton?
25,4-14-16,primary_dem,CLINTON," Well, first of all, it's great to be here in New York, and I am delighted to...[applause]... have this chance to discuss the issues that are important to our future."
26,4-14-16,primary_dem,CLINTON,I was so honored to serve as a senator from New York for eight years...[applause]...and to work to provide opportunity for all of our citizens to make it possible that we could knock down the barriers that stand in the way of people getting ahead and staying ahead.
27,4-14-16,primary_dem,CLINTON,"And during those eight years, we faced some difficult challenges together."
28,4-14-16,primary_dem,CLINTON,We faced 9/11.
29,4-14-16,primary_dem,CLINTON,We worked hard to rebuild New York.
30,4-14-16,primary_dem,CLINTON,I was particularly concerned about our first responders and others who'd been affected in their health by what they had experienced.
31,4-14-16,primary_dem,CLINTON,We worked hard to bring jobs from Buffalo to Albany and all parts of New York to give more hard-working people a chance to really make the most out of their own talents.
32,4-14-16,primary_dem,CLINTON,And we worked hard to really keep New York values at the center of who we are and what we do together.
33,4-14-16,primary_dem,CLINTON,"[applause]

And that is — that is exactly what I want to do as your president."
34,4-14-16,primary_dem,CLINTON,We will celebrate our diversity.
35,4-14-16,primary_dem,CLINTON,"We will work together, bringing us back to being united, setting some big, bold, progressive goals for America."
36,4-14-16,primary_dem,CLINTON,"That's what I'm offering in this campaign, to build on the work, to build on the value that we share here in New York, to take those to Washington, and to knock down those barriers that in any way hold back not only individual Americans, bur our country from reaching our full potential."
37,4-14-16,primary_dem,CLINTON,That is what my campaign is about.
38,4-14-16,primary_dem,CLINTON,[applause]
39,4-14-16,primary_dem,BLITZER," Thank you, Secretary."
40,4-14-16,primary_dem,BLITZER,We are going to deal with many of the issues both of you just raised.
41,4-14-16,primary_dem,BLITZER,I want to begin with a question that goes right to the heart of which one of you should be the Democratic presidential nominee.
