,Date,Debate Type,Speaker,Sents
2,1-14-16,primary_rep,CAVUTO, It is 9:00 p.m. here at the North Charleston Coliseum and Performing Arts Center in South Carolina.
3,1-14-16,primary_rep,CAVUTO,"Welcome to the sixth Republican presidential of the 2016 campaign, here on the Fox Business Network."
4,1-14-16,primary_rep,CAVUTO,"I'm Neil Cavuto, alongside my friend and co-moderator Maria Bartiromo."
5,1-14-16,primary_rep,BARTIROMO, Tonight we are working with Facebook to ask the candidates the questions voters want answered.
6,1-14-16,primary_rep,BARTIROMO,"And according to Facebook, the U.S. election has dominated the global conversation, with 131 million people talking about the 2016 race."
7,1-14-16,primary_rep,BARTIROMO,That makes it the number one issue talked about on Facebook last year worldwide.
8,1-14-16,primary_rep,CAVUTO," Now, the seven candidates on the stage tonight were selected based on their standing in six national polls, as well as polls in the early-voting states of Iowa and New Hampshire, those standings determining the position on the stage of the candidates tonight."
9,1-14-16,primary_rep,CAVUTO,And here they are.
10,1-14-16,primary_rep,CAVUTO,Businessman Donald Trump.
11,1-14-16,primary_rep,CAVUTO,"[applause]

Texas senator Ted Cruz."
12,1-14-16,primary_rep,CAVUTO,"[applause]

Florida senator Marco Rubio."
13,1-14-16,primary_rep,CAVUTO,"[applause]

Neurosurgeon Ben Carson."
14,1-14-16,primary_rep,CAVUTO,"[applause]

New Jersey governor Chris Christie."
15,1-14-16,primary_rep,CAVUTO,"[applause]

Former Florida governor Jeb Bush."
16,1-14-16,primary_rep,CAVUTO,And Ohio governor John Kasich.
17,1-14-16,primary_rep,CAVUTO,[applause]
18,1-14-16,primary_rep,BARTIROMO," Tonight's rules are simple: up to 90 seconds for each answer, one minute for each follow-up response."
19,1-14-16,primary_rep,BARTIROMO,"And if a candidate goes over the allotted time, you'll hear this."
20,1-14-16,primary_rep,BARTIROMO,[bell rings] So let's get started.
21,1-14-16,primary_rep,BARTIROMO,"Candidates, jobs and growth — two of the biggest issues facing the country right now."
22,1-14-16,primary_rep,BARTIROMO,"In his State of the Union address earlier this week, the president said, quote, ""we have the strongest, most durable economy in the world."""
23,1-14-16,primary_rep,BARTIROMO,"And according to our Facebook research, jobs is one of the biggest issues resonating across the country, including here in South Carolina."
24,1-14-16,primary_rep,BARTIROMO,The president is touting 14 million new jobs and an unemployment rate cut in half.
25,1-14-16,primary_rep,BARTIROMO,The president said that anyone who claims America's economy is in decline is peddling fiction.
26,1-14-16,primary_rep,BARTIROMO,"Senator Cruz, what do you see that he doesn't?"
27,1-14-16,primary_rep,CRUZ," Well, Maria, thank you for that question, and let me say thank you to the state of South Carolina for welcoming us."
28,1-14-16,primary_rep,CRUZ,"Let me start — I want to get to the substance of the question on jobs, but I want to start with something."
29,1-14-16,primary_rep,CRUZ,"Today, many of us picked up our newspapers, and we were horrified to see the sight of 10 American sailors on their knees, with their hands on their heads."
30,1-14-16,primary_rep,CRUZ,"In that State of the Union, President Obama didn't so much as mention the 10 sailors that had been captured by Iran."
31,1-14-16,primary_rep,CRUZ,President Obama's preparing to send $100 billion or more to the Ayatollah Khamenei.
32,1-14-16,primary_rep,CRUZ,"And I'll tell you, it was heartbreaking."
33,1-14-16,primary_rep,CRUZ,But the good news is the next commander-in-chief is standing on this stage.
34,1-14-16,primary_rep,CRUZ,"[applause] And I give you my word, if I am elected president, no service man or service woman will be forced to be on their knees, and any nation that captures our fighting men will feel the full force and fury of the United States of America."
35,1-14-16,primary_rep,CRUZ,"[applause]

Now, on to your substantive question."
36,1-14-16,primary_rep,CRUZ,The president tried to paint a rosy picture of jobs.
37,1-14-16,primary_rep,CRUZ,"And you know, he's right."
38,1-14-16,primary_rep,CRUZ,"If you're a Washington lobbyist, if you make your money in and around Washington, things are doing great."
39,1-14-16,primary_rep,CRUZ,The millionaires and billionaires are doing great under Obama.
40,1-14-16,primary_rep,CRUZ,But we have the lowest percentage of Americans working today of any year since 1977.
