,Date,Debate Type,Speaker,Sents
2,3-6-16,primary_dem,COOPER," And welcome to The Whiting Auditorium on the campus of the Flint Cultural Center in Flint, Michigan for a special CNN democratic presidential debate."
3,3-6-16,primary_dem,COOPER,I'm Anderson Cooper.
4,3-6-16,primary_dem,COOPER,I want to welcome our viewers in the United States and around the world.
5,3-6-16,primary_dem,COOPER,"Tonight's debate will be seen on CNN, CNN International, CNN en Espanol, by American soldiers, sailors, and airmen on the American Forces Network, and nationwide on the Westwood One Radio Network."
6,3-6-16,primary_dem,COOPER,"And now we want to welcome the Democratic candidates for president of the United States, please welcome Senator Bernie Sanders of Vermont."
7,3-6-16,primary_dem,COOPER,"[applause]

Please welcome former Secretary of State Hillary Clinton."
8,3-6-16,primary_dem,COOPER,"[applause]

Ladies and gentlemen, the Democratic candidates for president of the United States!"
9,3-6-16,primary_dem,COOPER,"[applause]

Before we begin tonight, we want to take a moment to remember former first lady Nancy Reagan."
10,3-6-16,primary_dem,COOPER,As probably know she passed away this morning at the age of 94.
11,3-6-16,primary_dem,COOPER,"Her grace and elegance in the White House, her deep love for President Reagan, and her strength and advocacy in the fight against Alzheimer's and drug abuse will always be remembered."
12,3-6-16,primary_dem,COOPER,We would like to pause of a moment of silence in honor of Mrs. Reagan.
13,3-6-16,primary_dem,COOPER,"And now will you please rise for our national anthem performed by the Flint City Wide Choir, conducted by Darnell Ishmel."
14,3-6-16,primary_dem,COOPER,[The National Anthem is performed] [applause]
15,3-6-16,primary_dem,COOPER, Our thanks to the Flint City Wide Choir.
16,3-6-16,primary_dem,COOPER,Candidates take your positions behind the podium.
17,3-6-16,primary_dem,COOPER,"Before we begin as the candidates take their positions, I just want to set out some ground rules as moderators, I'll ask questions, I'll ask follow- ups and guide the discussion."
18,3-6-16,primary_dem,COOPER,The candidates will have one minute and 15 seconds to answer questions.
19,3-6-16,primary_dem,COOPER,They'll have 30 seconds for follow- ups.
20,3-6-16,primary_dem,COOPER,"CNN's Don Lemon will join me in the questioning, as will members of our audience here tonight."
21,3-6-16,primary_dem,COOPER,The members of our audience are Democrats and independents from Flint and elsewhere in Michigan.
22,3-6-16,primary_dem,COOPER,We've reviewed their questions just so they don't overlap.
23,3-6-16,primary_dem,COOPER,"Now we've come to Flint because this is a city in crisis, a city where, as you probably know, the tap water is toxic."
24,3-6-16,primary_dem,COOPER,"Public servants, public institutions not only failed to prevent the crisis, their decisions created this crisis."
25,3-6-16,primary_dem,COOPER,"The state of Michigan, in an effort to save money, switched Flint's water source to a cheaper, but riskier alternative, the Flint River."
26,3-6-16,primary_dem,COOPER,Safeguards were ignored.
27,3-6-16,primary_dem,COOPER,"That river water corroded residential pipes, and for nearly two years, lead leaked into the water used in people's homes."
28,3-6-16,primary_dem,COOPER,"Now, for much of that time, the state downplayed the danger, even in the face of growing complaints and physical evidence."
29,3-6-16,primary_dem,COOPER,"For 100 days, the federal government knew about it, and yet in all that time nobody told the people of Flint."
30,3-6-16,primary_dem,COOPER,"They bathed in the water, they drank it, and so did their kids."
31,3-6-16,primary_dem,COOPER,"Even today, lead is still present in some of the water."
32,3-6-16,primary_dem,COOPER,"Tonight the Democratic candidates are here to answer questions about what they would do for Flint, as well as about other issues facing their country right now."
33,3-6-16,primary_dem,COOPER,"Each candidate has one minute for an opening statement, Senator Sanders is first."
34,3-6-16,primary_dem,COOPER,We begin with him.
35,3-6-16,primary_dem,COOPER,Senator Sanders?
36,3-6-16,primary_dem,SANDERS," Anderson, thank you very much."
37,3-6-16,primary_dem,SANDERS,"Over the last several weeks I had the opportunity to meet with a number of residents of Flint at a town meeting in Flint, and I have to tell you what I heard, and what I saw literally shattered me."
38,3-6-16,primary_dem,SANDERS,"And, it was beyond belief that children in Flint, Michigan in the United States of America in the year 2016 are being poisoned."
39,3-6-16,primary_dem,SANDERS,That is clearly not what this country should be about.
40,3-6-16,primary_dem,SANDERS,"As Anderson indicated, there's a lot of blame to go around, and one of the points that I have made is that I believe the Governor of this state should understand that his dereliction of duty was irresponsible."
41,3-6-16,primary_dem,SANDERS,He should resign.
42,3-6-16,primary_dem,SANDERS,"[applause]

But more importantly, what is happening in Flint to a lesser degree is happening throughout this country."
43,3-6-16,primary_dem,SANDERS,"In recent years we have seen a proliferation of millionaires and billionaires, and increase in income and wealth inequality, and all over this country middle class families are struggling."
44,3-6-16,primary_dem,SANDERS,"Cities and towns are struggling, in order to provide basic services."
45,3-6-16,primary_dem,SANDERS,"Among many other things, we need to rebuild our crumbling infrastructure, our water systems, our waste water plants, our roads and our bridges."
46,3-6-16,primary_dem,SANDERS,"The wealthiest country in the history of the world has got to get its priorities right, take care of the people, no more tax breaks for billionaires."
47,3-6-16,primary_dem,COOPER," Thank you, Senator."
48,3-6-16,primary_dem,COOPER,"[applause]

Secretary Clinton?"
49,3-6-16,primary_dem,CLINTON," Well, I'll start by saying amen to that."
50,3-6-16,primary_dem,CLINTON,"[applause]

We are here in Flint, I'm very grateful that my request that we hold this debate be held here so we can continue to shine a very bright spotlight on what has happened in this city."
51,3-6-16,primary_dem,CLINTON,"I agree, the Governor should resign, or be recalled...[applause]... support the efforts of citizens attempting to achieve that."
52,3-6-16,primary_dem,CLINTON,"But, that is not enough."
53,3-6-16,primary_dem,CLINTON,We have to focus on what must be done to help the people of Flint.
54,3-6-16,primary_dem,CLINTON,I support a hundred percent the efforts by your senators and members of congress to get the money from the federal government in order to begin the work that must occur to fix the infrastructure.
55,3-6-16,primary_dem,CLINTON,The state should also be sending money immediately to help this city.
